0,-65
1,-58.119797
2,-64.736145
3,-53.99641
4,-56.504673
5,-59.756699
6,-62.819714
7,-49.161228
8,-47.316151
9,-40.617317
10,-32.833584
11,-22.785471
12,-10.047939
13,0
14,-65
15,-65
16,-65
17,-65
18,-65
19,-65
20,-63.890705
21,-65
22,-65
23,-65
24,-65
25,-65
26,-65
27,-65
28,-65
29,-65
30,-65
31,-65
32,-65
33,-65
34,-57.637142
35,-47.45676
36,-52.383102
37,-62.065361
38,-65
39,-64.150681
40,-65
41,-65
42,-65
43,-65
44,-65
45,-65
46,-65
47,-65
48,-65
49,-63.650082
50,-60.766365
51,-64.727081
52,-65
53,-65
54,-65
55,-65
56,-58.8297
57,-59.969231
58,-65
59,-65
60,-65
61,-65
62,-65
63,-65
64,-65
65,-60.781162
66,-65
67,-58.768951
68,-65
69,-65
70,-51.268791
71,-48.170528
72,-33.534157
73,-25.443434
74,-11.331659
75,0
76,-65
77,-60.934978
78,-65
79,-65
80,-65
81,-65
82,-65
83,-65
84,-65
85,-60.949249
86,-65
87,-65
88,-65
89,-65
90,-65
91,-65
92,-65
93,-65
94,-62.821083
95,-61.463089
96,-65
97,-65
98,-65
99,-65
100,-57.104649
101,-65
102,-55.711311
103,-52.022774
104,-45.649509
105,-40.38073
106,-44.040741
107,-39.156216
108,-29.196867
109,-9.731267
110,0
111,-65
112,-65
113,-65
114,-65
115,-65
116,-65
117,-65
118,-65
119,-65
120,-65
121,-65
122,-65
123,-65
124,-65
125,-62.737812
126,-55.960976
127,-65
128,-65
129,-65
130,-65
131,-65
132,-65
133,-65
134,-65
135,-62.739826
136,-65
137,-65
138,-65
139,-65
140,-65
141,-65
142,-65
143,-65
144,-65
145,-65
146,-63.925686
147,-65
148,-65
149,-65
150,-65
151,-65
152,-55.898663
153,-42.048527
154,-40.646286
155,-39.594837
156,-61.383411
157,-54.48642
158,-55.509815
159,-65
160,-65
161,-65
162,-65
163,-62.788708
164,-36.921257
165,-46.531097
166,-40.349358
167,-35.601837
168,-14.713299
169,0
170,-55.147945
171,-59.202579
172,-64.78315
173,-65
174,-59.971451
175,-65
176,-65
177,-65
178,-65
179,-65
180,-65
181,-65
182,-65
183,-65
184,-65
185,-65
186,-65
187,-60.377792
188,-65
189,-65
190,-65
191,-65
192,-65
193,-65
194,-65
195,-65
196,-65
197,-65
198,-65
199,-65
200,-65
201,-65
202,-65
203,-61.603596
204,-64.906082
205,-65
206,-65
207,-65
208,-65
209,-65
210,-65
211,-65
212,-65
213,-65
214,-65
215,-58.965172
216,-62.872684
217,-65
218,-65
219,-61.827263
220,-56.617226
221,-53.776505
222,-55.465233
223,-65
224,-65
225,-64.865555
226,-65
227,-65
228,-65
229,-65
230,-63.747765
231,-65
232,-65
233,-65
234,-65
235,-65
236,-65
237,-65
238,-65
239,-65
240,-65
241,-64.356834
242,-52.159245
243,-47.871841
244,-29.189651
245,-11.824368
246,0
247,-65
248,-61.788681
249,-65
250,-65
251,-65
252,-65
253,-65
254,-65
255,-65
256,-65
257,-65
258,-65
259,-65
260,-65
261,-65
262,-65
263,-65
264,-63.400795
265,-65
266,-65
267,-65
268,-57.846157
269,-65
270,-59.996895
271,-65
272,-65
273,-64.138092
274,-65
275,-65
276,-65
277,-65
278,-65
279,-65
280,-65
281,-65
282,-65
283,-65
284,-65
285,-65
286,-65
287,-65
288,-65
289,-65
290,-65
291,-63.542801
292,-65
293,-65
294,-64.737923
295,-64.991173
296,-60.792873
297,-60.479565
298,-57.827297
299,-50.97604
300,-63.385227
301,-59.240509
302,-65
303,-65
304,-65
305,-65
306,-65
307,
308,-56.972157
309,-63.447693
310,-58.230877
311,-38.858768
312,-39.387043
313,-41.976898
314,-29.214596
315,-4.08094
316,0
317,-65
318,-65
319,-65
320,-65
321,-65
322,-47
323,-65
324,-65
325,-61.370041
326,-51.526382
327,-36.449619
328,-22.88945
329,-2.381217
330,0
331,-65
332,-65
333,-65
334,-65
335,-65
336,-65
337,-58.651062
338,-65
339,-65
340,-65
341,-65
342,-65
343,-65
344,-65
345,-65
346,-65
347,-65
348,-65
349,-65
350,-65
351,-65
352,-65
353,-65
354,-65
355,-65
356,-65
357,-65
358,-65
359,-65
360,-65
361,-65
362,-65
363,-65
364,-65
365,-65
366,-65
367,-65
368,-65
369,-65
370,-65
371,-65
372,-65
373,-65
374,-65
375,-65
376,-65
377,-65
378,-65
379,-65
380,-65
381,-65
382,-51.78986
383,-41.53474
384,-33.228092
385,-21.202183
386,-2.989037
387,0
388,-64.766762
389,-65
390,-65
391,-65
392,-65
393,-64.983414
394,-65
395,-65
396,-65
397,-65
398,-65
399,-65
400,-65
401,-65
402,-65
403,-65
404,-65
405,-65
406,-63.172005
407,-60.85181
408,-63.788708
409,-65
410,-65
411,-62.196053
412,-65
413,-65
414,-65
415,-65
416,-65
417,-65
418,-65
419,-65
420,-64.235741
421,-65
422,-65
423,-65
424,-61.490574
425,-65
426,-65
427,-59.432072
428,-65
429,-54.575699
430,-48.632172
431,-57.728661
432,-65
433,-65
434,-65
435,-65
436,-65
437,-65
438,-62.809021
439,-65
440,-65
441,-65
442,-61.582306
443,-54.673607
444,-47.883488
445,-46.686234
446,-54.738487
447,-58.909138
448,-53.272396
449,-47.719292
450,-37.204899
451,-29.794439
452,-2.324478
453,0
454,-65
455,-65
456,-65
457,-65
458,-65
459,-65
460,-65
461,-65
462,-65
463,-65
464,-65
465,-65
466,-65
467,-65
468,-65
469,-65
470,-65
471,-65
472,-65
473,-65
474,-65
475,-58.788246
476,-65
477,-65
478,-65
479,-65
480,-65
481,-65
482,-65
483,-65
484,-65
485,-65
486,-63.946785
487,-65
488,-65
489,-65
490,-65
491,-65
492,-65
493,-65
494,-65
495,-65
496,-65
497,-55.810055
498,-55.788452
499,-61.117256
500,-61.916988
501,-65
502,-65
503,-65
504,-54.864578
505,-47.447548
506,-60.449459
507,-57.173122
508,-65
509,-65
510,-65
511,-65
512,-65
513,-65
514,-59.740173
515,-65
516,-64.858864
517,-65
518,-57.746544
519,-65
520,-52.604446
521,-44.008007
522,-50.495205
523,-45.372154
524,-38.089622
525,-24.42
526,-2.46294
527,0
528,-65
529,-65
530,-65
531,-65
532,-65
533,-65
534,-65
535,-65
536,-65
537,-65
538,-65
539,-65
540,-65
541,-65
542,-65
543,-65
544,-65
545,-65
546,-65
547,-65
548,-65
549,-65
550,-65
551,-65
552,-65
553,-65
554,-65
555,-61.667953
556,-65
557,-65
558,-65
559,-65
560,-64.489403
561,-60.405045
562,-57.814381
563,-65
564,-65
565,-65
566,-65
567,-65
568,-65
569,-65
570,-65
571,-65
572,-65
573,-65
574,-65
575,-65
576,-65
577,-65
578,-59.951698
579,-65
580,-65
581,-65
582,-65
583,-54.111462
584,-49.889656
585,-42.372486
586,-27.658939
587,-35.59
588,0
589,-65
590,-63.83794
591,-65
592,-65
593,-60.82423
594,-65
595,-65
596,-65
597,-65
598,-64.592155
599,-64.899025
600,-65
601,-65
602,-65
603,-65
604,-65
605,-65
606,-65
607,-65
608,-65
609,-65
610,-60.389095
611,-64.224419
612,-65
613,-65
614,-65
615,-57.556831
616,-52.151764
617,-60.40543
618,-65
619,-65
620,-65
621,-65
622,-65
623,-65
624,-65
625,-65
626,-65
627,-65
628,-61.686157
629,-56.84301
630,-61.320309
631,-63.310123
632,-55.308964
633,-48.569157
634,-55.850826
635,-59.737385
636,-65
637,-65
638,-64.257469
639,-65
640,-65
641,-58.366234
642,-58.176147
643,-65
644,-65
645,-65
646,-65
647,-54.923038
648,-51.41164
649,-51.957726
650,-65
651,-53.287659
652,-65
653,-64.826149
654,-65
655,-65
656,-65
657,-65
658,-65
659,-65
660,-65
661,-65
662,-65
663,-65
664,-64.267525
665,-65
666,-65
667,-65
668,-65
669,-65
670,-65
671,-65
672,-65
673,-65
674,-63.608109
675,-65
676,-65
677,-65
678,-65
679,-65
680,-65
681,-65
682,-65
683,-65
684,-59.926758
685,-65
686,-65
687,-65
688,-65
689,-65
690,-65
691,-65
692,-65
693,-65
694,-62.856495
695,-59.950111
696,-55.390938
697,-58.405231
698,-65
699,-62.096279
700,-63.569489
701,-65
702,-60.240452
703,-59.386669
704,-58.601067
705,-54.648544
706,-52.853809
707,-65
708,-65
709,-56.746521
710,-49.399212
711,-56.950211
712,-57.360264
713,-61.704742
714,-65
715,-65
716,-65
717,-65
718,-65
719,-65
720,-65
721,-53.999763
722,-53.22504
723,-54.697865
724,-42.121292
725,-38.258373
726,-16.776247
727,0
728,-65
729,-65
730,-65
731,-64.188866
732,-65
733,-65
734,-65
735,-65
736,-65
737,-61.868198
738,-63.699028
739,-65
740,-65
741,-65
742,-65
743,-65
744,-60.075333
745,-62.784985
746,-64.793343
747,-55.140354
748,-59.578186
749,-65
750,-65
751,-65
752,-65
753,-65
754,-65
755,-65
756,-65
757,-65
758,-65
759,-65
760,-65
761,-65
762,-65
763,-65
764,-65
765,-65
766,-65
767,-65
768,-65
769,-65
770,-65
771,-65
772,-60.148048
773,-55.219242
774,-63.908257
775,-65
776,-65
777,-63.397919
778,-65
779,-65
780,-65
781,-65
782,-65
783,-65
784,-65
785,-65
786,-65
787,-65
788,-65
789,-65
790,-57.184963
791,-65
792,-65
793,-65
794,-65
795,-65
796,-65
797,-65
798,-65
799,-65
800,-65
801,-65
802,-65
803,-65
804,-65
805,-65
806,-65
807,-63.961002
808,-57.180302
809,-65
810,-65
811,-46.746952
812,-52.682873
813,-45.571407
814,-25.489319
815,0
816,-64.3311
817,-59.202301
818,-65
819,-65
820,-65
821,-65
822,-65
823,-65
824,-65
825,-65
826,-65
827,-65
828,-65
829,-65
830,-65
831,-65
832,-65
833,-65
834,-65
835,-65
836,-65
837,-65
838,-65
839,-65
840,-65
841,-65
842,-65
843,-65
844,-65
845,-65
846,-65
847,-65
848,-65
849,-65
850,-65
851,-65
852,-65
853,-65
854,-65
855,-62.022316
856,-59.441875
857,-65
858,-65
859,-65
860,-65
861,-65
862,-65
863,-65
864,-65
865,-65
866,-58.948441
867,-65
868,-65
869,-65
870,-61.354385
871,-54.407101
872,-50.019024
873,-52.808136
874,-58.616222
875,-65
876,-65
877,-65
878,-65
879,-48.191593
880,-37.131706
881,-43.41571
882,-43.812073
883,-36.866856
884,-23.040239
885,0
886,-65
887,-65
888,-65
889,-65
890,-63.994095
891,-57.50058
892,-65
893,-65
894,-65
895,-65
896,-65
897,-65
898,-65
899,-65
900,-65
901,-65
902,-65
903,-64.563347
904,-63.733608
905,-65
906,-65
907,-53.617222
908,-63.32198
909,-62.268105
910,-65
911,-54.204193
912,-65
913,-65
914,-65
915,-51.849487
916,-55.080994
917,-65
918,-65
919,-65
920,-65
921,-65
922,-65
923,-65
924,-65
925,-65
926,-65
927,-65
928,-65
929,-65
930,-65
931,-65
932,-65
933,-65
934,-65
935,-65
936,-65
937,-65
938,-65
939,-65
940,-65
941,-65
942,-65
943,-65
944,-65
945,-65
946,-65
947,-65
948,-63.361317
949,-65
950,-65
951,-65
952,-64.019241
953,-55
954,-65
955,-65
956,-65
957,-60.877186
958,-65
959,-65
960,-65
961,-65
962,-65
963,-65
964,-65
965,-65
966,-65
967,-65
968,-65
969,-65
970,-65
971,-65
972,-65
973,-65
974,-60.754459
975,-58.517693
976,-62.172691
977,-65
978,-59.242443
979,-63.775311
980,-65
981,-54.870113
982,-43.124302
983,-42.717094
984,-36.664642
985,-23.609882
986,-6.005761
987,0
988,-65
989,-65
990,-65
991,-65
992,-65
993,-65
994,-65
995,-65
996,-65
997,-65
998,-64.992096
999,-65
1000,-65
